-2.560000120274667863e-05,7.586495485156774521e-05
-2.557500120157212115e-05,-2.502028364688158035e-04
-2.555000120039756367e-05,-8.236327994382008910e-05
-2.552500119922300619e-05,4.024931968160672113e-06
-2.550000119804844871e-05,1.611033221706748009e-04
-2.547500119687389123e-05,7.634289067937061191e-05
-2.545000119569933375e-05,-1.683410519035533071e-04
-2.542500119452477628e-05,1.493535364716080949e-06
-2.540000119335021880e-05,3.132855053991079330e-04
-2.537500119217566132e-05,7.310770888580009341e-05
-2.535000119100110723e-05,7.963578536873683333e-05
-2.532500118982654975e-05,7.699415436945855618e-05
-2.530000118865199227e-05,8.186367267626337707e-06
-2.527500118747743479e-05,2.433191984891891479e-04
-2.525000118630287731e-05,-8.609254291513934731e-05
-2.522500118512831983e-05,-8.071917545748874545e-05
-2.520000118395376236e-05,2.498490794096142054e-04
-2.517500118277920488e-05,7.932531298138201237e-05
-2.515000118160464740e-05,2.418370422674342990e-04
-2.512500118043008992e-05,1.581421092851087451e-04
-2.510000117925553244e-05,1.523538344372354914e-06
-2.507500117808097496e-05,-1.498117781011387706e-04
-2.505000117690641748e-05,-8.612991950940340757e-05
-2.502500117573186000e-05,-1.654488733038306236e-04
-2.500000117455730253e-05,-2.480435941834002733e-04
-2.497500117338274505e-05,7.889167318353429437e-05
-2.495000117220818757e-05,1.348214254903723486e-06
-2.492500117103363009e-05,-8.108069596346467733e-05
-2.490000116985907261e-05,-3.564774715414387174e-07
-2.487500116868451852e-05,1.614951470401138067e-04
-2.485000116750996104e-05,2.752377213255385868e-06
-2.482500116633540356e-05,2.469929168000817299e-04
-2.480000116516084608e-05,1.669756748015061021e-04
-2.477500116398628861e-05,8.401738159591332078e-05
-2.475000116281173113e-05,7.879197801230475307e-05
-2.472500116163717365e-05,8.400643127970397472e-05
-2.470000116046261617e-05,-2.346462279092520475e-04
-2.467500115928805869e-05,-1.653141080169007182e-04
-2.465000115811350121e-05,7.162017573136836290e-05
-2.462500115693894373e-05,8.050932592595927417e-06
-2.460000115576438625e-05,7.814762648195028305e-05
-2.457500115458982878e-05,-8.143333980115130544e-05
-2.455000115341527130e-05,7.450782140949741006e-05
-2.452500115224071382e-05,1.632541097933426499e-04
-2.450000115106615634e-05,-1.629442995181307197e-04
-2.447500114989159886e-05,-7.945865218061953783e-05
-2.445000114871704138e-05,2.419726079097017646e-04
-2.442500114754248390e-05,8.112447540042921901e-05
-2.440000114636792642e-05,2.418377116555348039e-04
-2.437500114519337233e-05,1.647450699238106608e-04
-2.435000114401881486e-05,-8.217825234169140458e-05
-2.432500114284425738e-05,-1.233088369190227240e-06
-2.430000114166969990e-05,-7.805056520737707615e-05
-2.427500114049514242e-05,2.330751740373671055e-04
-2.425000113932058494e-05,7.303305182837505072e-11
-2.422500113814602746e-05,2.618170583446044475e-06
-2.420000113697146998e-05,8.080061525106430054e-05
-2.417500113579691250e-05,-1.646093878662213683e-04
-2.415000113462235503e-05,-8.895116479834541678e-06
-2.412500113344779755e-05,4.378830453788395971e-06
-2.410000113227324007e-05,2.363256062380969524e-04
-2.407500113109868259e-05,-8.615576371084898710e-05
-2.405000112992412511e-05,-7.883638318162411451e-06
-2.402500112874956763e-05,2.443398407194763422e-04
-2.400000112757501015e-05,8.361521031474694610e-05
-2.397500112640045268e-05,-1.620620168978348374e-04
-2.395000112522589520e-05,1.565571146784350276e-04
-2.392500112405133772e-05,-7.885842205723747611e-05
-2.390000112287678363e-05,-5.338888968253741041e-06
-2.387500112170222615e-05,-1.540150406071916223e-04
-2.385000112052766867e-05,8.340181375388056040e-05
-2.382500111935311119e-05,-8.072516357060521841e-05
-2.380000111817855371e-05,-2.578646444817422889e-06
-2.377500111700399623e-05,6.908041541464626789e-05
-2.375000111582943875e-05,1.567291765240952373e-04
-2.372500111465488128e-05,1.594828790985047817e-04
-2.370000111348032380e-05,-7.695834938203915954e-05
-2.367500111230576632e-05,2.753849457803880796e-06
-2.365000111113120884e-05,2.419731899863108993e-04
-2.362500110995665136e-05,-7.849546091165393591e-05
-2.360000110878209388e-05,-7.998783985385671258e-05
-2.357500110760753640e-05,7.804796769050881267e-05
-2.355000110643297893e-05,1.737136358315183315e-06
-2.352500110525842145e-05,-3.735558721018605866e-06
-2.350000110408386397e-05,-2.724906835283036344e-06
-2.347500110290930649e-05,-2.856339051504619420e-06
-2.345000110173474901e-05,-3.636107749116490595e-06
-2.342500110056019492e-05,7.970959268277511001e-05
-2.340000109938563744e-05,-8.756389433983713388e-06
-2.337500109821107996e-05,-1.709592470433562994e-04
-2.335000109703652248e-05,-7.277837084984639660e-06
-2.332500109586196500e-05,-8.854075304043362848e-07
-2.330000109468740753e-05,-1.576864160597324371e-04
-2.327500109351285005e-05,-8.611906378064304590e-05
-2.325000109233829257e-05,3.133187128696590662e-04
-2.322500109116373509e-05,-1.093960463549592532e-06
-2.320000108998917761e-05,-2.581314447525073774e-06
-2.317500108881462013e-05,-3.601257731133955531e-06
-2.315000108764006265e-05,-8.015431376406922936e-06
-2.312500108646550518e-05,-8.111551142064854503e-05
-2.310000108529094770e-05,-7.731108053121715784e-05
-2.307500108411639022e-05,7.761487358948215842e-05
-2.305000108294183274e-05,7.709338387940078974e-05
-2.302500108176727526e-05,7.963597454363480210e-05
-2.300000108059271778e-05,8.761075878283008933e-05
-2.297500107941816030e-05,-7.769939111312851310e-05
